id,name,name_ja,name_en,location,location_ja,location_en,image_url,image_source_url,image_license,image_credit,image_note,plan_url,section_url,concept,concept_ja,concept_en,keywords,keywords_ja,keywords_en,source_url,year,architect,status
CASE-115,Idea Store Whitechapel,Idea Store Whitechapel,Idea Store Whitechapel,London United Kingdom,ロンドン イギリス,London United Kingdom,https://upload.wikimedia.org/wikipedia/commons/8/81/Idea_store_2.jpg,https://commons.wikimedia.org/wiki/File:Idea_store_2.jpg,CC BY-SA 3.0,Mcginnly / Wikimedia Commons,,,,図書館と生涯学習を商店街のような日常動線に重ねた事例。多文化地域の学習入口として比較できる。,図書館と生涯学習を商店街のような日常動線に重ねた事例。多文化地域の学習入口として比較できる。,"Reference case for Idea Store Whitechapel: useful for comparing public program, urban interface, operation, and spatial experience.",図書館|生涯学習|多文化|商店街|公共サービス,図書館|生涯学習|多文化|商店街|公共サービス,図書館|生涯学習|多文化|商店街|公共サービス,https://www.adjaye.com/work/idea-store-whitechapel/,2005,Adjaye Associates,published
CASE-116,Markthal Rotterdam,Markthal Rotterdam,Markthal Rotterdam,Rotterdam Netherlands,ロッテルダム オランダ,Rotterdam Netherlands,https://upload.wikimedia.org/wikipedia/commons/b/be/Rotterdam%2C_het_Potlood_door_de_Markthallen_heen_foto5_2016-02-28_10.46.jpg,"https://commons.wikimedia.org/wiki/File:Rotterdam,_het_Potlood_door_de_Markthallen_heen_foto5_2016-02-28_10.46.jpg",CC BY-SA 4.0,Michielverbeek / Wikimedia Commons,,,,市場、住宅、観光、都市広場を大きなアーチの中にまとめた事例。日常の食と都市の賑わいを扱える。,市場、住宅、観光、都市広場を大きなアーチの中にまとめた事例。日常の食と都市の賑わいを扱える。,"Reference case for Markthal Rotterdam: useful for comparing public program, urban interface, operation, and spatial experience.",市場|大屋根|食文化|都市広場|複合用途,市場|大屋根|食文化|都市広場|複合用途,市場|大屋根|食文化|都市広場|複合用途,https://www.mvrdv.com/projects/115/markthal,2014,MVRDV,published
CASE-117,Oslo Opera House,Oslo Opera House,Oslo Opera House,Oslo Norway,オスロ ノルウェー,Oslo Norway,https://upload.wikimedia.org/wikipedia/commons/5/5a/Oslo_Opera_House_%28Den_Norske_Opera_%26_Ballett%29%2C_Norway.jpg,"https://commons.wikimedia.org/wiki/File:Oslo_Opera_House_(Den_Norske_Opera_%26_Ballett),_Norway.jpg",CC BY-SA 4.0,Christian David / Wikimedia Commons,,,,屋根を都市の歩行広場として開放し、劇場を水辺の公共地形にした事例。入口と都市開放性を読める。,屋根を都市の歩行広場として開放し、劇場を水辺の公共地形にした事例。入口と都市開放性を読める。,"Reference case for Oslo Opera House: useful for comparing public program, urban interface, operation, and spatial experience.",劇場|水辺|公共屋根|都市入口|歩行,劇場|水辺|公共屋根|都市入口|歩行,劇場|水辺|公共屋根|都市入口|歩行,https://www.snohetta.com/projects/norwegian-national-opera-and-ballet,2008,Snøhetta,published
CASE-118,MAXXI,MAXXI,MAXXI,Rome Italy,ローマ イタリア,Rome Italy,https://upload.wikimedia.org/wikipedia/commons/3/30/L%27int%C3%A9rieur_du_MAXXI_%28Rome%29_%2834216328131%29.jpg,https://commons.wikimedia.org/wiki/File:L%27int%C3%A9rieur_du_MAXXI_(Rome)_(34216328131).jpg,CC BY 2.0,Jean-Pierre Dalbéra / Wikimedia Commons,,,,流動的な展示動線で現代美術館を都市的な内部街路として構成した事例。展示と移動の関係を考えられる。,流動的な展示動線で現代美術館を都市的な内部街路として構成した事例。展示と移動の関係を考えられる。,"Reference case for MAXXI: useful for comparing public program, urban interface, operation, and spatial experience.",美術館|展示動線|内部街路|現代文化|都市性,美術館|展示動線|内部街路|現代文化|都市性,美術館|展示動線|内部街路|現代文化|都市性,https://www.zaha-hadid.com/architecture/maxxi/,2009,Zaha Hadid Architects,published
CASE-119,Louvre-Lens,Louvre-Lens,Louvre-Lens,Lens France,ランス フランス,Lens France,https://upload.wikimedia.org/wikipedia/commons/4/4b/PHOTO_LOUVRE_LENS_Lens_2012_SANAA_ARCHITECTURE_DESIGN_1.jpg,https://commons.wikimedia.org/wiki/File:PHOTO_LOUVRE_LENS_Lens_2012_SANAA_ARCHITECTURE_DESIGN_1.jpg,CC BY-SA 4.0,Madeira78 / Wikimedia Commons,,,,低く水平に広がる美術館を公園と接続し、地域再生の文化拠点にした事例。柔らかい公共性を読める。,低く水平に広がる美術館を公園と接続し、地域再生の文化拠点にした事例。柔らかい公共性を読める。,"Reference case for Louvre-Lens: useful for comparing public program, urban interface, operation, and spatial experience.",美術館|公園|地域再生|低層|公共性,美術館|公園|地域再生|低層|公共性,美術館|公園|地域再生|低層|公共性,https://www.louvre.fr/en/explore/the-palace/the-louvre-lens,2012,SANAA,published
CASE-120,Guangzhou Opera House,Guangzhou Opera House,Guangzhou Opera House,Guangzhou China,広州 中国,Guangzhou China,https://upload.wikimedia.org/wikipedia/commons/4/45/Guangzhou_Opera_House_-_53337501049.jpg,https://commons.wikimedia.org/wiki/File:Guangzhou_Opera_House_-_53337501049.jpg,CC BY 2.0,xiquinhosilva / Wikimedia Commons,,,,劇場と都市広場を強い造形で結び、水辺の文化ランドマークをつくった事例。大規模文化施設の入口を比較できる。,劇場と都市広場を強い造形で結び、水辺の文化ランドマークをつくった事例。大規模文化施設の入口を比較できる。,"Reference case for Guangzhou Opera House: useful for comparing public program, urban interface, operation, and spatial experience.",劇場|文化拠点|水辺|都市広場|ランドマーク,劇場|文化拠点|水辺|都市広場|ランドマーク,劇場|文化拠点|水辺|都市広場|ランドマーク,https://www.zaha-hadid.com/architecture/guangzhou-opera-house/,2010,Zaha Hadid Architects,published
CASE-121,Elbphilharmonie,Elbphilharmonie,Elbphilharmonie,Hamburg Germany,ハンブルク ドイツ,Hamburg Germany,https://commons.wikimedia.org/wiki/Special:Redirect/file/Elbphilharmonie%20Hamburg%20Germany.jpg,https://commons.wikimedia.org/wiki/File:Elbphilharmonie_Hamburg_Germany.jpg,CC BY-SA 4.0,Lapscause / Wikimedia Commons,,,,港の倉庫の上にコンサートホールを重ね、都市の水辺と観光、文化を接続した事例。産業遺産更新の参考になる。,港の倉庫の上にコンサートホールを重ね、都市の水辺と観光、文化を接続した事例。産業遺産更新の参考になる。,"Reference case for Elbphilharmonie: useful for comparing public program, urban interface, operation, and spatial experience.",音楽ホール|倉庫再生|港|文化観光|都市景観,音楽ホール|倉庫再生|港|文化観光|都市景観,音楽ホール|倉庫再生|港|文化観光|都市景観,https://www.herzogdemeuron.com/projects/230-elbphilharmonie-hamburg/,2017,Herzog & de Meuron,published
CASE-122,Harpa Concert Hall,Harpa Concert Hall,Harpa Concert Hall,Reykjavik Iceland,レイキャビク アイスランド,Reykjavik Iceland,https://commons.wikimedia.org/wiki/Special:Redirect/file/Harpa%20(4492910359).jpg,https://commons.wikimedia.org/wiki/File:Harpa_(4492910359).jpg,See image source,Wikimedia Commons,,,,港の風景とガラス外皮を結び、音楽、会議、観光を受け止める文化施設。気候と公共性の関係を読める。,港の風景とガラス外皮を結び、音楽、会議、観光を受け止める文化施設。気候と公共性の関係を読める。,"Reference case for Harpa Concert Hall: useful for comparing public program, urban interface, operation, and spatial experience.",音楽ホール|港|ガラス外皮|観光|公共ロビー,音楽ホール|港|ガラス外皮|観光|公共ロビー,音楽ホール|港|ガラス外皮|観光|公共ロビー,https://www.henninglarsen.com/projects/harpa-reykjavik-concert-hall-and-conference-centre,2011,Henning Larsen Architects + Batteríið Architects,published
CASE-123,Aga Khan Museum,Aga Khan Museum,Aga Khan Museum,Toronto Canada,トロント カナダ,Toronto Canada,https://commons.wikimedia.org/wiki/Special:Redirect/file/Aga%20Khan%20Museum%20in%20Toronto%20-%20Entrance.jpg,https://commons.wikimedia.org/wiki/File:Aga_Khan_Museum_in_Toronto_-_Entrance.jpg,CC BY-SA 4.0,JohnOyston / Wikimedia Commons,,,,庭園、水盤、美術館を通じてイスラム文化を公共教育へ開く事例。多文化と静かな学習空間を考えられる。,庭園、水盤、美術館を通じてイスラム文化を公共教育へ開く事例。多文化と静かな学習空間を考えられる。,"Reference case for Aga Khan Museum: useful for comparing public program, urban interface, operation, and spatial experience.",美術館|多文化|庭園|水盤|公共教育,美術館|多文化|庭園|水盤|公共教育,美術館|多文化|庭園|水盤|公共教育,https://www.moriyama-teshima.com/projects/aga-khan-museum/,2014,Fumihiko Maki,published
CASE-124,Moesgaard Museum,Moesgaard Museum,Moesgaard Museum,Aarhus Denmark,オーフス デンマーク,Aarhus Denmark,https://commons.wikimedia.org/wiki/Special:Redirect/file/Moesg%C3%A5rd%20Museum%2C%20New%20building1.JPG,https://commons.wikimedia.org/wiki/File:Moesg%C3%A5rd_Museum%2C_New_building1.JPG,See image source,Wikimedia Commons,,,,斜面の屋根と展示を一体化し、博物館を景観と歩行体験に接続した事例。自然教育や地域記憶に応用できる。,斜面の屋根と展示を一体化し、博物館を景観と歩行体験に接続した事例。自然教育や地域記憶に応用できる。,"Reference case for Moesgaard Museum: useful for comparing public program, urban interface, operation, and spatial experience.",博物館|景観|屋根|自然教育|地域記憶,博物館|景観|屋根|自然教育|地域記憶,博物館|景観|屋根|自然教育|地域記憶,https://www.henninglarsen.com/projects/moesgaard-museum,2014,Henning Larsen Architects,published
CASE-125,VitraHaus,VitraHaus,VitraHaus,Weil am Rhein Germany,ヴァイル・アム・ライン ドイツ,Weil am Rhein Germany,https://commons.wikimedia.org/wiki/Special:Redirect/file/VitraHaus%20in%20Weil%20am%20Rhein%2011.JPG,https://commons.wikimedia.org/wiki/File:VitraHaus_in_Weil_am_Rhein_11.JPG,Public domain,Brücke-Osteuropa / Wikimedia Commons,,,,住宅の原型を積み重ねた展示施設。家具、住まい、ブランド体験、回遊を結びつける参考になる。,住宅の原型を積み重ねた展示施設。家具、住まい、ブランド体験、回遊を結びつける参考になる。,"Reference case for VitraHaus: useful for comparing public program, urban interface, operation, and spatial experience.",展示施設|住宅原型|ブランド体験|回遊|文化観光,展示施設|住宅原型|ブランド体験|回遊|文化観光,展示施設|住宅原型|ブランド体験|回遊|文化観光,https://www.herzogdemeuron.com/projects/246-vitrahaus/,2010,Herzog & de Meuron,published
CASE-126,Metropol Parasol,Metropol Parasol,Metropol Parasol,Seville Spain,セビリア スペイン,Seville Spain,https://commons.wikimedia.org/wiki/Special:Redirect/file/Metropol%20Parasol.JPG,https://commons.wikimedia.org/wiki/File:Metropol_Parasol.JPG,See image source,Wikimedia Commons,,,,大きな木質構造で市場、広場、展望、日陰をつくる事例。暑熱環境と公共活動を同時に扱える。,大きな木質構造で市場、広場、展望、日陰をつくる事例。暑熱環境と公共活動を同時に扱える。,"Reference case for Metropol Parasol: useful for comparing public program, urban interface, operation, and spatial experience.",大屋根|市場|日陰|市民広場|木構造,大屋根|市場|日陰|市民広場|木構造,大屋根|市場|日陰|市民広場|木構造,https://www.jmayerh.de/projects/metropol-parasol,2011,J. Mayer H. Architects,published
CASE-127,CCTV Headquarters,CCTV Headquarters,CCTV Headquarters,Beijing China,北京 中国,Beijing China,https://commons.wikimedia.org/wiki/Special:Redirect/file/CCTV%20Headquarters.jpg,https://commons.wikimedia.org/wiki/File:CCTV_Headquarters.jpg,CC BY-SA 4.0,維基小霸王 / Wikimedia Commons,,,,巨大なループ状の高層建築で制作、管理、都市景観を接続した事例。大規模複合施設の構成を比較できる。,巨大なループ状の高層建築で制作、管理、都市景観を接続した事例。大規模複合施設の構成を比較できる。,"Reference case for CCTV Headquarters: useful for comparing public program, urban interface, operation, and spatial experience.",大規模複合|メディア|高層|都市景観|構造,大規模複合|メディア|高層|都市景観|構造,大規模複合|メディア|高層|都市景観|構造,https://www.oma.com/projects/cctv-headquarters,2012,OMA,published
CASE-128,SESC Pompeia,SESC Pompeia,SESC Pompeia,São Paulo Brazil,サンパウロ ブラジル,São Paulo Brazil,https://commons.wikimedia.org/wiki/Special:Redirect/file/Sesc%20pompeia.JPG,https://commons.wikimedia.org/wiki/File:Sesc_pompeia.JPG,CC BY-SA 3.0,Nevinho / Wikimedia Commons,,,,旧工場をスポーツ、劇場、食堂、滞在の文化センターへ転用した事例。日常の公共性と再利用を学べる。,旧工場をスポーツ、劇場、食堂、滞在の文化センターへ転用した事例。日常の公共性と再利用を学べる。,"Reference case for SESC Pompeia: useful for comparing public program, urban interface, operation, and spatial experience.",工場再生|文化センター|スポーツ|食堂|日常公共性,工場再生|文化センター|スポーツ|食堂|日常公共性,工場再生|文化センター|スポーツ|食堂|日常公共性,https://arquitecturaviva.com/works/sesc-pompeia-factory,1986,Lina Bo Bardi,published
CASE-129,Centre Pompidou,Centre Pompidou,Centre Pompidou,Paris France,パリ フランス,Paris France,https://commons.wikimedia.org/wiki/Special:Redirect/file/Pompidou%20Center%20Paris.jpg,https://commons.wikimedia.org/wiki/File:Pompidou_Center_Paris.jpg,CC BY-SA 4.0,Igor.Zeiger.Photograher / Wikimedia Commons,,,,展示、図書館、広場、都市イベントを外部化した文化センター。巨大公共施設と街の関係を比較できる。,展示、図書館、広場、都市イベントを外部化した文化センター。巨大公共施設と街の関係を比較できる。,"Reference case for Centre Pompidou: useful for comparing public program, urban interface, operation, and spatial experience.",文化センター|図書館|市民広場|展示|都市イベント,文化センター|図書館|市民広場|展示|都市イベント,文化センター|図書館|市民広場|展示|都市イベント,https://www.centrepompidou.fr/en/,1977,Renzo Piano + Richard Rogers,published
CASE-130,Book Mountain,Book Mountain,Book Mountain,Spijkenisse Netherlands,スパイケニッセ オランダ,Spijkenisse Netherlands,https://commons.wikimedia.org/wiki/Special:Redirect/file/Boekenberg%20Spijkenisse.jpg,https://commons.wikimedia.org/wiki/File:Boekenberg_Spijkenisse.jpg,See image source,Wikimedia Commons,,,,本棚を山のように積み上げ、図書館を地域の象徴的な学習風景にした事例。読書と空間体験を結べる。,本棚を山のように積み上げ、図書館を地域の象徴的な学習風景にした事例。読書と空間体験を結べる。,"Reference case for Book Mountain: useful for comparing public program, urban interface, operation, and spatial experience.",図書館|本棚|地域象徴|読書|学習風景,図書館|本棚|地域象徴|読書|学習風景,図書館|本棚|地域象徴|読書|学習風景,https://www.mvrdv.com/projects/53/book-mountain,2012,MVRDV,published
CASE-131,Casa da Música,Casa da Música,Casa da Música,Porto Portugal,ポルト ポルトガル,Porto Portugal,https://commons.wikimedia.org/wiki/Special:Redirect/file/Casa%20da%20M%C3%BAsica%20-%20Porto%2C%20Portugal%2C%202012%20-%20001.jpg,https://commons.wikimedia.org/wiki/File:Casa_da_M%C3%BAsica_-_Porto%2C_Portugal%2C_2012_-_001.jpg,CC BY-SA 4.0,Rafael Lemieszek / Wikimedia Commons,,,,音楽ホールを都市の中の不定形な公共物として配置した事例。ホール、広場、街の接点を読める。,音楽ホールを都市の中の不定形な公共物として配置した事例。ホール、広場、街の接点を読める。,"Reference case for Casa da Música: useful for comparing public program, urban interface, operation, and spatial experience.",音楽ホール|都市広場|文化拠点|公共入口|上演,音楽ホール|都市広場|文化拠点|公共入口|上演,音楽ホール|都市広場|文化拠点|公共入口|上演,https://www.oma.com/projects/casa-da-musica,2005,OMA,published
CASE-132,Zeitz MOCAA,Zeitz MOCAA,Zeitz MOCAA,Cape Town South Africa,ケープタウン 南アフリカ,Cape Town South Africa,https://commons.wikimedia.org/wiki/Special:Redirect/file/Exterior%20Zeitz%20MOCAA%20-%20Museum%20of%20Contermporary%20Art%20Africa.jpg,https://commons.wikimedia.org/wiki/File:Exterior_Zeitz_MOCAA_-_Museum_of_Contermporary_Art_Africa.jpg,See image source,Wikimedia Commons,,,,穀物サイロを現代美術館へ転用した事例。産業遺産、展示、観光、都市再生の関係を読める。,穀物サイロを現代美術館へ転用した事例。産業遺産、展示、観光、都市再生の関係を読める。,"Reference case for Zeitz MOCAA: useful for comparing public program, urban interface, operation, and spatial experience.",産業遺産|美術館|サイロ|再利用|都市再生,産業遺産|美術館|サイロ|再利用|都市再生,産業遺産|美術館|サイロ|再利用|都市再生,https://heatherwick.com/projects/buildings/zeitz-mocaa/,2017,Heatherwick Studio,published
CASE-133,Yokohama International Passenger Terminal,Yokohama International Passenger Terminal,Yokohama International Passenger Terminal,Yokohama Japan,横浜 日本,Yokohama Japan,https://commons.wikimedia.org/wiki/Special:Redirect/file/Yokohama%20International%20Passenger%20Terminal%2011.jpg,https://commons.wikimedia.org/wiki/File:Yokohama_International_Passenger_Terminal_11.jpg,See image source,Wikimedia Commons,,,,屋根、床、広場、動線が連続する港のターミナル。交通施設を都市の公共地形にする参考になる。,屋根、床、広場、動線が連続する港のターミナル。交通施設を都市の公共地形にする参考になる。,"Reference case for Yokohama International Passenger Terminal: useful for comparing public program, urban interface, operation, and spatial experience.",港|ターミナル|公共地形|歩行|都市入口,港|ターミナル|公共地形|歩行|都市入口,港|ターミナル|公共地形|歩行|都市入口,https://www.f-o-a.net/projects/yokohama-international-port-terminal,2002,Foreign Office Architects,published
CASE-134,Phaeno Science Center,Phaeno Science Center,Phaeno Science Center,Wolfsburg Germany,ヴォルフスブルク ドイツ,Wolfsburg Germany,https://commons.wikimedia.org/wiki/Special:Redirect/file/Phaeno%20Wolfsburg.jpg,https://commons.wikimedia.org/wiki/File:Phaeno_Wolfsburg.jpg,See image source,Wikimedia Commons,,,,科学展示を都市の下部空間と持ち上がった大空間で構成した事例。学習、展示、都市動線を比較できる。,科学展示を都市の下部空間と持ち上がった大空間で構成した事例。学習、展示、都市動線を比較できる。,"Reference case for Phaeno Science Center: useful for comparing public program, urban interface, operation, and spatial experience.",科学館|展示|都市動線|高架的空間|学習,科学館|展示|都市動線|高架的空間|学習,科学館|展示|都市動線|高架的空間|学習,https://www.zaha-hadid.com/architecture/phaeno-science-centre/,2005,Zaha Hadid Architects,published
CASE-135,Kunsthal Rotterdam,Kunsthal Rotterdam,Kunsthal Rotterdam,Rotterdam Netherlands,ロッテルダム オランダ,Rotterdam Netherlands,https://commons.wikimedia.org/wiki/Special:Redirect/file/Kunsthal%20Rotterdam%202011.JPG,https://commons.wikimedia.org/wiki/File:Kunsthal_Rotterdam_2011.JPG,Public domain,Mies me / Wikimedia Commons,,,,複数の動線を交差させ、展示と公園、道路、入口を接続した美術館。都市の流れと展示施設の関係を読める。,複数の動線を交差させ、展示と公園、道路、入口を接続した美術館。都市の流れと展示施設の関係を読める。,"Reference case for Kunsthal Rotterdam: useful for comparing public program, urban interface, operation, and spatial experience.",美術館|動線|公園|都市接続|展示,美術館|動線|公園|都市接続|展示,美術館|動線|公園|都市接続|展示,https://www.oma.com/projects/kunsthal,1992,OMA,published
CASE-136,Federation Square,Federation Square,Federation Square,Melbourne Australia,メルボルン オーストラリア,Melbourne Australia,https://commons.wikimedia.org/wiki/Special:Redirect/file/Federation%20Square%20Melbourne.jpg,https://commons.wikimedia.org/wiki/File:Federation_Square_Melbourne.jpg,See image source,Wikimedia Commons,,,,広場、文化施設、交通結節点をまとめた都市の公共室。中心市街地の滞在とイベントを考える参考になる。,広場、文化施設、交通結節点をまとめた都市の公共室。中心市街地の滞在とイベントを考える参考になる。,"Reference case for Federation Square: useful for comparing public program, urban interface, operation, and spatial experience.",市民広場|文化施設|交通結節点|イベント|都市リビング,市民広場|文化施設|交通結節点|イベント|都市リビング,市民広場|文化施設|交通結節点|イベント|都市リビング,https://fedsquare.com/,2002,Lab Architecture Studio + Bates Smart,published
CASE-137,Library of Birmingham,Library of Birmingham,Library of Birmingham,Birmingham United Kingdom,バーミンガム イギリス,Birmingham United Kingdom,https://commons.wikimedia.org/wiki/Special:Redirect/file/Library%20of%20Birmingham%202013.jpg,https://commons.wikimedia.org/wiki/File:Library_of_Birmingham_2013.jpg,See image source,Wikimedia Commons,,,,大規模図書館を都市中心部の学習、展望、滞在の拠点にした事例。公共図書館の象徴性を読める。,大規模図書館を都市中心部の学習、展望、滞在の拠点にした事例。公共図書館の象徴性を読める。,"Reference case for Library of Birmingham: useful for comparing public program, urban interface, operation, and spatial experience.",図書館|都心|学習|展望|公共性,図書館|都心|学習|展望|公共性,図書館|都心|学習|展望|公共性,https://www.mecanoo.nl/Projects/project/54/Library-of-Birmingham,2013,Mecanoo,published
CASE-138,CopenHill,CopenHill,CopenHill,Copenhagen Denmark,コペンハーゲン デンマーク,Copenhagen Denmark,https://commons.wikimedia.org/wiki/Special:Redirect/file/Copenhill%205.jpg,https://commons.wikimedia.org/wiki/File:Copenhill_5.jpg,CC BY-SA 4.0,kallerna / Wikimedia Commons,,,,清掃工場をスキー場、クライミング、展望の公共施設へ重ねた事例。環境インフラを都市活動に変える参考になる。,清掃工場をスキー場、クライミング、展望の公共施設へ重ねた事例。環境インフラを都市活動に変える参考になる。,"Reference case for CopenHill: useful for comparing public program, urban interface, operation, and spatial experience.",環境インフラ|清掃工場|スポーツ|展望|都市活動,環境インフラ|清掃工場|スポーツ|展望|都市活動,環境インフラ|清掃工場|スポーツ|展望|都市活動,https://big.dk/projects/copenhill-191,2019,BIG,published
CASE-139,The Shed,The Shed,The Shed,New York United States,ニューヨーク アメリカ,New York United States,https://commons.wikimedia.org/wiki/Special:Redirect/file/The%20Shed%20Hudson%20Yards.jpg,https://commons.wikimedia.org/wiki/File:The_Shed_Hudson_Yards.jpg,See image source,Wikimedia Commons,,,,可動外皮によって展示、上演、イベント空間を切り替える文化施設。都市文化の変化に対応する建築を考えられる。,可動外皮によって展示、上演、イベント空間を切り替える文化施設。都市文化の変化に対応する建築を考えられる。,"Reference case for The Shed: useful for comparing public program, urban interface, operation, and spatial experience.",文化施設|可動外皮|展示|上演|イベント,文化施設|可動外皮|展示|上演|イベント,文化施設|可動外皮|展示|上演|イベント,https://dsrny.com/project/the-shed,2019,Diller Scofidio + Renfro + Rockwell Group,published
